Employee_ID,Rank,Name,Branch,Pool,Entry_type,8_yr_avg_eval,Appointment_history,Training_history,Promotion_history,promotion_status,DOB,current_appointment,appointed_since
200063,Lieutenant Commander,Vera Cadel,Engineering,Near Earth,Cadet,80.09,"Div Officer RS Pioneer (03 FEB 2009 - 03 AUG 2013), Instructor - Starfleet Science Academy (03 AUG 2013 - 03 AUG 2016), Head of Deptt USS Valiant / Post 1 (03 NOV 2018 -  )","Engineering Specialization Course (03 AUG 2008 - 03 FEB 2009), Masters in Starship Engineering (03 AUG 2016 - 03 AUG 2018), Head of Department Refresher Course (03 AUG 2018 - 03 NOV 2018)","Lieutenant (jg)(03 AUG 2008 - 03 AUG 2013), Lieutenant(03 AUG 2013 - 03 AUG 2018), Lieutenant Commander(03 AUG 2018 -  )",0,09/01/1928,Head of Deptt USS Valiant / Post 1,03-Nov-18
200064,Lieutenant Commander,Varis Korin,Tactical Systems,Near Earth,Cadet,74.71,"Div Officer SS Atlantis (18 NOV 2008 - 18 MAY 2013), Instructor - Advanced Systems College (18 MAY 2013 - 18 MAY 2016), Head of Deptt ISS Meridian / Post 1 (18 AUG 2018 -  )","Tactical Systems Specialization Course (18 MAY 2008 - 18 NOV 2008), Masters in Starship Engineering (18 MAY 2016 - 18 MAY 2018), Head of Department Refresher Course (18 MAY 2018 - 18 AUG 2018)","Lieutenant (jg)(18 MAY 2008 - 18 MAY 2013), Lieutenant(18 MAY 2013 - 18 MAY 2018), Lieutenant Commander(18 MAY 2018 -  )",0,16/07/1937,Head of Deptt ISS Meridian / Post 1,18-Aug-18
200065,Lieutenant Commander,Lirin Janus,Tactical Systems,Galactic,Graduate,76.85,"Div Officer RS Horizon (11 MAR 2013 - 11 SEP 2017), Dy Manager Planetary Repair Depot Two (11 SEP 2017 - 11 SEP 2022), Head of Deptt RS Gateway / Post 1 (11 DEC 2022 -  )","Tactical Systems Specialization Course (11 SEP 2012 - 11 MAR 2013), Head of Department Refresher Course (11 SEP 2022 - 11 DEC 2022)","Lieutenant (jg)(11 SEP 2012 - 11 SEP 2017), Lieutenant(11 SEP 2017 - 11 SEP 2022), Lieutenant Commander(11 SEP 2022 -  )",0,20/01/1931,Head of Deptt RS Gateway / Post 1,11-Dec-22
200066,Lieutenant Commander,Jarek Dax,Tactical Systems,Planetary Surface,Cadet,72.67,"Div Officer RS Prometheus (01 APR 2010 - 01 OCT 2014), Instructor - Starfleet Engineering Academy (01 OCT 2014 - 01 OCT 2017), Head of Deptt RS Meridian / Post 1 (01 JAN 2020 -  )","Tactical Systems Specialization Course (01 OCT 2009 - 01 APR 2010), Masters in Starship Engineering (01 OCT 2017 - 01 OCT 2019), Head of Department Refresher Course (01 OCT 2019 - 01 JAN 2020)","Lieutenant (jg)(01 OCT 2009 - 01 OCT 2014), Lieutenant(01 OCT 2014 - 01 OCT 2019), Lieutenant Commander(01 OCT 2019 -  )",0,27/01/1933,Head of Deptt RS Meridian / Post 1,01-Jan-20
200067,Lieutenant Commander,Jorah Khan,Tactical Systems,Planetary Surface,Cadet,74.76,"Div Officer RS Atlantis (19 OCT 2010 - 19 APR 2015), Asst Manager Systems Maintenance Group Sigma (19 APR 2015 - 19 APR 2018), Head of Deptt SS Nova / Post 3 (19 JUL 2020 -  )","Tactical Systems Specialization Course (19 APR 2010 - 19 OCT 2010), Masters in Starship Engineering (19 APR 2018 - 19 APR 2020), Head of Department Refresher Course (19 APR 2020 - 19 JUL 2020)","Lieutenant (jg)(19 APR 2010 - 19 APR 2015), Lieutenant(19 APR 2015 - 19 APR 2020), Lieutenant Commander(19 APR 2020 -  )",0,17/11/1928,Head of Deptt SS Nova / Post 3,19-Jul-20
200068,Lieutenant Commander,Orin Lox,Tactical Systems,Deep Space,Cadet,71.98,"Div Officer CS Meridian (15 AUG 2012 - 15 FEB 2017), Instructor - Starfleet Science Academy (15 FEB 2017 - 15 FEB 2022), Head of Deptt USS Resolute / Post 1 (15 MAY 2022 -  )","Tactical Systems Specialization Course (15 FEB 2012 - 15 AUG 2012), Head of Department Refresher Course (15 FEB 2022 - 15 MAY 2022)","Lieutenant (jg)(15 FEB 2012 - 15 FEB 2017), Lieutenant(15 FEB 2017 - 15 FEB 2022), Lieutenant Commander(15 FEB 2022 -  )",0,01/06/1934,Head of Deptt USS Resolute / Post 1,15-May-22
200069,Lieutenant Commander,Bren Voss,Tactical Systems,Planetary Surface,Cadet,75.76,"Div Officer CS Genesis (26 OCT 2012 - 26 APR 2017), Asst Manager Starbase Support Command Delta (26 APR 2017 - 26 APR 2022), Head of Deptt USS Intrepid / Post 1 (26 JUL 2022 -  )","Tactical Systems Specialization Course (26 APR 2012 - 26 OCT 2012), Head of Department Refresher Course (26 APR 2022 - 26 JUL 2022)","Lieutenant (jg)(26 APR 2012 - 26 APR 2017), Lieutenant(26 APR 2017 - 26 APR 2022), Lieutenant Commander(26 APR 2022 -  )",0,27/04/1934,Head of Deptt USS Intrepid / Post 1,26-Jul-22
200070,Lieutenant Commander,T'Len Korin,Tactical Systems,Near Earth,Cadet,73.6,"Div Officer ISS Atlantis (13 APR 2012 - 13 OCT 2016), Asst Manager Hull Repair Yard Beta (13 OCT 2016 - 13 OCT 2021), Head of Deptt CS Horizon / Post 1 (13 JAN 2022 -  )","Tactical Systems Specialization Course (13 OCT 2011 - 13 APR 2012), Head of Department Refresher Course (13 OCT 2021 - 13 JAN 2022)","Lieutenant (jg)(13 OCT 2011 - 13 OCT 2016), Lieutenant(13 OCT 2016 - 13 OCT 2021), Lieutenant Commander(13 OCT 2021 -  )",0,24/05/1932,Head of Deptt CS Horizon / Post 1,13-Jan-22
200071,Lieutenant Commander,Jarek Riker,Tactical Systems,Near Earth,Cadet,74.79,"Div Officer SS Atlantis (15 FEB 2011 - 15 AUG 2015), Instructor - Systems Design College (15 AUG 2015 - 15 AUG 2018), Head of Deptt ISS Genesis / Post 1 (15 NOV 2020 -  )","Tactical Systems Specialization Course (15 AUG 2010 - 15 FEB 2011), Masters in Starship Engineering (15 AUG 2018 - 15 AUG 2020), Head of Department Refresher Course (15 AUG 2020 - 15 NOV 2020)","Lieutenant (jg)(15 AUG 2010 - 15 AUG 2015), Lieutenant(15 AUG 2015 - 15 AUG 2020), Lieutenant Commander(15 AUG 2020 -  )",0,10/12/1934,Head of Deptt ISS Genesis / Post 1,15-Nov-20
200072,Lieutenant Commander,Quell Pax,Tactical Systems,Galactic,Graduate,73.83,"Div Officer CS Daedalus (02 JUN 2013 - 02 DEC 2017), Instructor - Enlisted Technical School (02 DEC 2017 - 02 DEC 2022), Head of Deptt ISS Daedalus / Post 1 (02 MAR 2023 -  )","Tactical Systems Specialization Course (02 DEC 2012 - 02 JUN 2013), Head of Department Refresher Course (02 DEC 2022 - 02 MAR 2023)","Lieutenant (jg)(02 DEC 2012 - 02 DEC 2017), Lieutenant(02 DEC 2017 - 02 DEC 2022), Lieutenant Commander(02 DEC 2022 -  )",0,29/04/1931,Head of Deptt ISS Daedalus / Post 1,02-Mar-23
200073,Lieutenant Commander,Xan Sarek,Hull Systems,Near Earth,Cadet,71.97,"Staff Officer R&D - Structural Materials (10 OCT 2012 - 10 APR 2017), Staff Officer SFHQ - Doctrine and Development (10 APR 2017 - 10 APR 2022), Dy Manager Hull Repair Yard Alpha / Post 1 (10 APR 2022 -  )",Hull Systems Specialization Course (10 APR 2012 - 10 OCT 2012),"Lieutenant (jg)(10 APR 2012 - 10 APR 2017), Lieutenant(10 APR 2017 - 10 APR 2022), Lieutenant Commander(10 APR 2022 -  )",0,19/04/1933,Dy Manager Hull Repair Yard Alpha / Post 1,10-Apr-22
200074,Lieutenant Commander,Lirin Janus,Tactical Systems,Galactic,Cadet,76.85,"Div Officer SS Titan (03 NOV 2008 - 03 MAY 2013), Staff Officer Field HQ - Tactical Systems (03 MAY 2013 - 03 MAY 2018), Head of Deptt CS Gateway / Post 1 (03 AUG 2018 -  )","Tactical Systems Specialization Course (03 MAY 2008 - 03 NOV 2008), Head of Department Refresher Course (03 MAY 2018 - 03 AUG 2018)","Lieutenant (jg)(03 MAY 2008 - 03 MAY 2013), Lieutenant(03 MAY 2013 - 03 MAY 2018), Lieutenant Commander(03 MAY 2018 -  )",1,20/01/1931,Head of Deptt CS Gateway / Post 1,03-Aug-18
200075,Lieutenant Commander,Soren Tyre,Engineering,Galactic,Cadet,78.05,"Div Officer USS Endeavour (03 JAN 2010 - 03 JUL 2014), Instructor - Warp Technology Institute (03 JUL 2014 - 03 JUL 2017), Head of Deptt USS Odyssey / Post 1 (03 OCT 2019 -  )","Engineering Specialization Course (03 JUL 2009 - 03 JAN 2010), Masters in Starship Engineering (03 JUL 2017 - 03 JUL 2019), Head of Department Refresher Course (03 JUL 2019 - 03 OCT 2019)","Lieutenant (jg)(03 JUL 2009 - 03 JUL 2014), Lieutenant(03 JUL 2014 - 03 JUL 2019), Lieutenant Commander(03 JUL 2019 -  )",0,12/02/1937,Head of Deptt USS Odyssey / Post 1,03-Oct-19
200076,Lieutenant Commander,Galen Orrel,Hull Systems,Near Earth,Cadet,82.98,"Staff Officer Field HQ - Hull Systems (18 APR 2012 - 18 OCT 2016), Staff Officer SFHQ - Fleet Readiness (18 OCT 2016 - 18 OCT 2019), Dy Manager Starbase Support Command Delta / Post 1 (18 OCT 2021 -  )","Hull Systems Specialization Course (18 OCT 2011 - 18 APR 2012), Masters in Starship Engineering (18 OCT 2019 - 18 OCT 2021)","Lieutenant (jg)(18 OCT 2011 - 18 OCT 2016), Lieutenant(18 OCT 2016 - 18 OCT 2021), Lieutenant Commander(18 OCT 2021 -  )",0,19/10/1927,Dy Manager Starbase Support Command Delta / Post 1,18-Oct-21
200077,Lieutenant Commander,Elaan Eron,Engineering,Galactic,Cadet,73.3,"Div Officer CS Nova (18 MAR 2009 - 18 SEP 2013), Dy Manager Planetary Repair Depot One (18 SEP 2013 - 18 SEP 2018), Head of Deptt ISS Titan / Post 2 (18 DEC 2018 -  )","Engineering Specialization Course (18 SEP 2008 - 18 MAR 2009), Head of Department Refresher Course (18 SEP 2018 - 18 DEC 2018)","Lieutenant (jg)(18 SEP 2008 - 18 SEP 2013), Lieutenant(18 SEP 2013 - 18 SEP 2018), Lieutenant Commander(18 SEP 2018 -  )",0,12/07/1935,Head of Deptt ISS Titan / Post 2,18-Dec-18
200078,Lieutenant Commander,Soren Lor,Engineering,Near Earth,Cadet,79.73,"Div Officer ISS Meridian (03 SEP 2009 - 03 MAR 2014), Dy Manager Dockyard Complex One (03 MAR 2014 - 03 MAR 2019), Head of Deptt USS Horizon / Post 1 (03 JUN 2019 -  )","Engineering Specialization Course (03 MAR 2009 - 03 SEP 2009), Head of Department Refresher Course (03 MAR 2019 - 03 JUN 2019)","Lieutenant (jg)(03 MAR 2009 - 03 MAR 2014), Lieutenant(03 MAR 2014 - 03 MAR 2019), Lieutenant Commander(03 MAR 2019 -  )",0,14/01/1931,Head of Deptt USS Horizon / Post 1,03-Jun-19
200079,Lieutenant Commander,Rian Eron,Engineering,Deep Space,Direct Enlist,74.03,"Asst Manager Starbase Support Command Delta (25 APR 2008 - 25 APR 2013), Dy Manager Systems Maintenance Group Sigma (25 APR 2013 - 25 APR 2018), Staff Officer R&D - Propulsion Systems / Post 1 (25 APR 2018 -  )",,"Lieutenant (jg)(25 APR 2008 - 25 APR 2013), Lieutenant(25 APR 2013 - 25 APR 2018), Lieutenant Commander(25 APR 2018 -  )",0,21/04/1931,Staff Officer R&D - Propulsion Systems / Post 1,25-Apr-18
200080,Lieutenant Commander,Bren Taran,Engineering,Galactic,Cadet,81.75,"Div Officer CS Horizon (17 FEB 2010 - 17 AUG 2014), Dy Manager Hull Repair Yard Alpha (17 AUG 2014 - 17 AUG 2017), Head of Deptt RS Prometheus / Post 1 (17 NOV 2019 -  )","Engineering Specialization Course (17 AUG 2009 - 17 FEB 2010), Masters in Starship Engineering (17 AUG 2017 - 17 AUG 2019), Head of Department Refresher Course (17 AUG 2019 - 17 NOV 2019)","Lieutenant (jg)(17 AUG 2009 - 17 AUG 2014), Lieutenant(17 AUG 2014 - 17 AUG 2019), Lieutenant Commander(17 AUG 2019 -  )",2,28/01/1936,Head of Deptt RS Prometheus / Post 1,17-Nov-19
200081,Lieutenant Commander,Jarek Syl,Tactical Systems,Galactic,Direct Enlist,76.14,"Asst Manager Fleet Maintenance Wing Beta (28 SEP 2011 - 28 SEP 2016), Asst Manager Hull Repair Yard Alpha (28 SEP 2016 - 28 SEP 2021), Dy Manager Starbase Support Command Gamma / Post 1 (28 SEP 2021 -  )",,"Lieutenant (jg)(28 SEP 2011 - 28 SEP 2016), Lieutenant(28 SEP 2016 - 28 SEP 2021), Lieutenant Commander(28 SEP 2021 -  )",0,30/09/1928,Dy Manager Starbase Support Command Gamma / Post 1,28-Sep-21
200082,Lieutenant Commander,Tuvok Orrel,Engineering,Galactic,Cadet,73.04,"Div Officer CS Titan (03 JUL 2011 - 03 JAN 2016), Instructor - Advanced Systems College (03 JAN 2016 - 03 JAN 2021), Head of Deptt USS Phoenix / Post 2 (03 APR 2021 -  )","Engineering Specialization Course (03 JAN 2011 - 03 JUL 2011), Head of Department Refresher Course (03 JAN 2021 - 03 APR 2021)","Lieutenant (jg)(03 JAN 2011 - 03 JAN 2016), Lieutenant(03 JAN 2016 - 03 JAN 2021), Lieutenant Commander(03 JAN 2021 -  )",0,04/02/1929,Head of Deptt USS Phoenix / Post 2,03-Apr-21
200083,Lieutenant Commander,Tuvok Sonar,Engineering,Near Earth,Direct Enlist,80.89,"Asst Manager Hull Repair Yard Beta (17 MAR 2011 - 17 MAR 2016), Asst Manager Planetary Repair Depot One (17 MAR 2016 - 17 MAR 2021), Dy Manager Systems Maintenance Group Sigma / Post 1 (17 MAR 2021 -  )",,"Lieutenant (jg)(17 MAR 2011 - 17 MAR 2016), Lieutenant(17 MAR 2016 - 17 MAR 2021), Lieutenant Commander(17 MAR 2021 -  )",0,08/03/1935,Dy Manager Systems Maintenance Group Sigma / Post 1,17-Mar-21
200084,Lieutenant Commander,Jorah Neris,Tactical Systems,Near Earth,Graduate,70,"Div Officer CS Gateway (05 JUN 2009 - 05 DEC 2013), Dy Manager Planetary Repair Depot One (05 DEC 2013 - 05 DEC 2018), Head of Deptt USS Valiant / Post 2 (05 MAR 2019 -  )","Tactical Systems Specialization Course (05 DEC 2008 - 05 JUN 2009), Head of Department Refresher Course (05 DEC 2018 - 05 MAR 2019)","Lieutenant (jg)(05 DEC 2008 - 05 DEC 2013), Lieutenant(05 DEC 2013 - 05 DEC 2018), Lieutenant Commander(05 DEC 2018 -  )",0,20/02/1938,Head of Deptt USS Valiant / Post 2,05-Mar-19
200085,Lieutenant Commander,Tuvok Sarek,Engineering,Planetary Surface,Cadet,76.38,"Div Officer SS Meridian (24 SEP 2011 - 24 MAR 2016), Instructor - Advanced Systems College (24 MAR 2016 - 24 MAR 2021), Head of Deptt CS Nova / Post 1 (24 JUN 2021 -  )","Engineering Specialization Course (24 MAR 2011 - 24 SEP 2011), Head of Department Refresher Course (24 MAR 2021 - 24 JUN 2021)","Lieutenant (jg)(24 MAR 2011 - 24 MAR 2016), Lieutenant(24 MAR 2016 - 24 MAR 2021), Lieutenant Commander(24 MAR 2021 -  )",0,27/08/1937,Head of Deptt CS Nova / Post 1,24-Jun-21
200086,Lieutenant Commander,Sel Lor,Tactical Systems,Deep Space,Cadet,80.48,"Div Officer ISS Horizon (11 SEP 2009 - 11 MAR 2014), Staff Officer SFHQ - Resource Management (11 MAR 2014 - 11 MAR 2019), Head of Deptt ISS Meridian / Post 2 (11 JUN 2019 -  )","Tactical Systems Specialization Course (11 MAR 2009 - 11 SEP 2009), Head of Department Refresher Course (11 MAR 2019 - 11 JUN 2019)","Lieutenant (jg)(11 MAR 2009 - 11 MAR 2014), Lieutenant(11 MAR 2014 - 11 MAR 2019), Lieutenant Commander(11 MAR 2019 -  )",0,04/02/1931,Head of Deptt ISS Meridian / Post 2,11-Jun-19
200087,Lieutenant Commander,Keelan Pax,Engineering,Near Earth,Graduate,78.15,"Div Officer ISS Gateway (06 JAN 2011 - 06 JUL 2015), Asst Manager Fleet Maintenance Wing Alpha (06 JUL 2015 - 06 JUL 2020), Head of Deptt SS Daedalus / Post 2 (06 OCT 2020 -  )","Engineering Specialization Course (06 JUL 2010 - 06 JAN 2011), Head of Department Refresher Course (06 JUL 2020 - 06 OCT 2020)","Lieutenant (jg)(06 JUL 2010 - 06 JUL 2015), Lieutenant(06 JUL 2015 - 06 JUL 2020), Lieutenant Commander(06 JUL 2020 -  )",0,25/10/1927,Head of Deptt SS Daedalus / Post 2,06-Oct-20
200088,Lieutenant Commander,Sela Pax,Engineering,Deep Space,Cadet,75.68,"Div Officer SS Daedalus (19 DEC 2012 - 19 JUN 2017), Asst Manager Dockyard Complex Two (19 JUN 2017 - 19 JUN 2022), Head of Deptt SS Daedalus / Post 3 (19 SEP 2022 -  )","Engineering Specialization Course (19 JUN 2012 - 19 DEC 2012), Head of Department Refresher Course (19 JUN 2022 - 19 SEP 2022)","Lieutenant (jg)(19 JUN 2012 - 19 JUN 2017), Lieutenant(19 JUN 2017 - 19 JUN 2022), Lieutenant Commander(19 JUN 2022 -  )",0,11/01/1933,Head of Deptt SS Daedalus / Post 3,19-Sep-22
200089,Lieutenant Commander,Soren Tal,Tactical Systems,Deep Space,Cadet,70,"Div Officer RS Prometheus (14 DEC 2010 - 14 JUN 2015), Staff Officer Field HQ - Tactical Systems (14 JUN 2015 - 14 JUN 2018), Head of Deptt CS Titan / Post 1 (14 SEP 2020 -  )","Tactical Systems Specialization Course (14 JUN 2010 - 14 DEC 2010), Masters in Starship Engineering (14 JUN 2018 - 14 JUN 2020), Head of Department Refresher Course (14 JUN 2020 - 14 SEP 2020)","Lieutenant (jg)(14 JUN 2010 - 14 JUN 2015), Lieutenant(14 JUN 2015 - 14 JUN 2020), Lieutenant Commander(14 JUN 2020 -  )",0,07/09/1931,Head of Deptt CS Titan / Post 1,14-Sep-20
200090,Lieutenant Commander,Tuvok Syl,Engineering,Near Earth,Cadet,76.46,"Div Officer SS Nova (03 JUL 2010 - 03 JAN 2015), Dy Manager Dockyard Complex Two (03 JAN 2015 - 03 JAN 2020), Head of Deptt USS Defiant / Post 1 (03 APR 2020 -  )","Engineering Specialization Course (03 JAN 2010 - 03 JUL 2010), Head of Department Refresher Course (03 JAN 2020 - 03 APR 2020)","Lieutenant (jg)(03 JAN 2010 - 03 JAN 2015), Lieutenant(03 JAN 2015 - 03 JAN 2020), Lieutenant Commander(03 JAN 2020 -  )",0,10/01/1935,Head of Deptt USS Defiant / Post 1,03-Apr-20
200091,Lieutenant Commander,Lara Riker,Engineering,Deep Space,Cadet,70,"Div Officer ISS Nova (08 APR 2010 - 08 OCT 2014), Instructor - Starfleet Engineering Academy (08 OCT 2014 - 08 OCT 2019), Head of Deptt ISS Gateway / Post 1 (08 JAN 2020 -  )","Engineering Specialization Course (08 OCT 2009 - 08 APR 2010), Head of Department Refresher Course (08 OCT 2019 - 08 JAN 2020)","Lieutenant (jg)(08 OCT 2009 - 08 OCT 2014), Lieutenant(08 OCT 2014 - 08 OCT 2019), Lieutenant Commander(08 OCT 2019 -  )",1,05/11/1931,Head of Deptt ISS Gateway / Post 1,08-Jan-20
200092,Lieutenant Commander,Soren Kell,Engineering,Near Earth,Direct Enlist,78.4,"Asst Manager Dockyard Complex One (26 JUL 2012 - 26 JUL 2017), Dy Manager Dockyard Complex One (26 JUL 2017 - 26 JUL 2022), Staff Officer R&D - Sensors and Communications / Post 1 (26 JUL 2022 -  )",,"Lieutenant (jg)(26 JUL 2012 - 26 JUL 2017), Lieutenant(26 JUL 2017 - 26 JUL 2022), Lieutenant Commander(26 JUL 2022 -  )",0,26/04/1930,Staff Officer R&D - Sensors and Communications / Post 1,26-Jul-22
200093,Lieutenant Commander,Torin Voss,Engineering,Deep Space,Graduate,77.06,"Div Officer RS Nova (01 AUG 2011 - 01 FEB 2016), Instructor - Starfleet Hull School (01 FEB 2016 - 01 FEB 2019), Head of Deptt SS Genesis / Post 1 (01 MAY 2021 -  )","Engineering Specialization Course (01 FEB 2011 - 01 AUG 2011), Masters in Starship Engineering (01 FEB 2019 - 01 FEB 2021), Head of Department Refresher Course (01 FEB 2021 - 01 MAY 2021)","Lieutenant (jg)(01 FEB 2011 - 01 FEB 2016), Lieutenant(01 FEB 2016 - 01 FEB 2021), Lieutenant Commander(01 FEB 2021 -  )",0,10/04/1908,Head of Deptt SS Genesis / Post 1,01-May-21
200094,Lieutenant Commander,Nyota Marin,Engineering,Deep Space,Direct Enlist,73.33,"Asst Manager Dockyard Complex Two (22 FEB 2012 - 22 FEB 2017), Asst Manager Fleet Maintenance Wing Beta (22 FEB 2017 - 22 FEB 2022), Staff Officer R&D - Nanotech Repair / Post 1 (22 FEB 2022 -  )",,"Lieutenant (jg)(22 FEB 2012 - 22 FEB 2017), Lieutenant(22 FEB 2017 - 22 FEB 2022), Lieutenant Commander(22 FEB 2022 -  )",0,17/05/1936,Staff Officer R&D - Nanotech Repair / Post 1,22-Feb-22
200095,Lieutenant Commander,Phlox Gant,Tactical Systems,Deep Space,Direct Enlist,76.6,"Asst Manager Fleet Maintenance Wing Alpha (25 MAR 2008 - 25 MAR 2013), Dy Manager Systems Maintenance Group Prime (25 MAR 2013 - 25 MAR 2018), Staff Officer R&D - Deflector Shields / Post 1 (25 MAR 2018 -  )",,"Lieutenant (jg)(25 MAR 2008 - 25 MAR 2013), Lieutenant(25 MAR 2013 - 25 MAR 2018), Lieutenant Commander(25 MAR 2018 -  )",0,22/10/1942,Staff Officer R&D - Deflector Shields / Post 1,25-Mar-18
200096,Lieutenant Commander,Jarek Hoss,Engineering,Galactic,Graduate,73.52,"Div Officer SS Prometheus (05 JUN 2010 - 05 DEC 2014), Instructor - Systems Design College (05 DEC 2014 - 05 DEC 2019), Head of Deptt USS Intrepid / Post 2 (05 MAR 2020 -  )","Engineering Specialization Course (05 DEC 2009 - 05 JUN 2010), Head of Department Refresher Course (05 DEC 2019 - 05 MAR 2020)","Lieutenant (jg)(05 DEC 2009 - 05 DEC 2014), Lieutenant(05 DEC 2014 - 05 DEC 2019), Lieutenant Commander(05 DEC 2019 -  )",0,26/04/1933,Head of Deptt USS Intrepid / Post 2,05-Mar-20
200097,Lieutenant Commander,Tessa Voss,Tactical Systems,Deep Space,Cadet,74.41,"Div Officer USS Aurora (20 MAY 2012 - 20 NOV 2016), Instructor - Fleet Technical Training Center (20 NOV 2016 - 20 NOV 2019), Head of Deptt RS Nova / Post 1 (20 FEB 2022 -  )","Tactical Systems Specialization Course (20 NOV 2011 - 20 MAY 2012), Masters in Starship Engineering (20 NOV 2019 - 20 NOV 2021), Head of Department Refresher Course (20 NOV 2021 - 20 FEB 2022)","Lieutenant (jg)(20 NOV 2011 - 20 NOV 2016), Lieutenant(20 NOV 2016 - 20 NOV 2021), Lieutenant Commander(20 NOV 2021 -  )",0,10/12/1934,Head of Deptt RS Nova / Post 1,20-Feb-22
200098,Lieutenant Commander,Elaan Voss,Tactical Systems,Deep Space,Graduate,72.03,"Div Officer RS Meridian (28 JUL 2008 - 28 JAN 2013), Staff Officer SFHQ - Strategic Planning (28 JAN 2013 - 28 JAN 2018), Head of Deptt ISS Daedalus / Post 2 (28 APR 2018 -  )","Tactical Systems Specialization Course (28 JAN 2008 - 28 JUL 2008), Head of Department Refresher Course (28 JAN 2018 - 28 APR 2018)","Lieutenant (jg)(28 JAN 2008 - 28 JAN 2013), Lieutenant(28 JAN 2013 - 28 JAN 2018), Lieutenant Commander(28 JAN 2018 -  )",0,15/12/1928,Head of Deptt ISS Daedalus / Post 2,28-Apr-18
200099,Lieutenant Commander,Halan Duran,Engineering,Deep Space,Direct Enlist,76.79,"Asst Manager Starbase Support Command Gamma (14 APR 2010 - 14 APR 2015), Asst Manager Planetary Repair Depot Two (14 APR 2015 - 14 APR 2020), Dy Manager Systems Maintenance Group Prime / Post 2 (14 APR 2020 -  )",,"Lieutenant (jg)(14 APR 2010 - 14 APR 2015), Lieutenant(14 APR 2015 - 14 APR 2020), Lieutenant Commander(14 APR 2020 -  )",0,25/10/1929,Dy Manager Systems Maintenance Group Prime / Post 2,14-Apr-20
200100,Lieutenant Commander,Sela Pax,Engineering,Near Earth,Direct Enlist,75,"Asst Manager Planetary Repair Depot One (21 NOV 2010 - 21 NOV 2015), Asst Manager Systems Maintenance Group Prime (21 NOV 2015 - 21 NOV 2020), Training Officer - Warp Technology Institute / Post 1 (21 NOV 2020 -  )",,"Lieutenant (jg)(21 NOV 2010 - 21 NOV 2015), Lieutenant(21 NOV 2015 - 21 NOV 2020), Lieutenant Commander(21 NOV 2020 -  )",0,29/04/1935,Training Officer - Warp Technology Institute / Post 1,21-Nov-20
